2024-11-26 00:00:58.640 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
	at jdk.proxy2/jdk.proxy2.$Proxy127.persist(Unknown Source)
	at org.springframework.data.jpa.repository.support.SimpleJpaRepository.save(SimpleJpaRepository.java:626)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:355)
	at org.springframework.data.repository.core.support.RepositoryMethodInvoker$RepositoryFragmentMethodInvoker.lambda$new$0(RepositoryMethodInvoker.java:277)
	at org.springframework.data.repository.core.support.RepositoryMethodInvoker.doInvoke(RepositoryMethodInvoker.java:170)
	at org.springframework.data.repository.core.support.RepositoryMethodInvoker.invoke(RepositoryMethodInvoker.java:158)
	at org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments.invoke(RepositoryComposition.java:516)
	at org.springframework.data.repository.core.support.RepositoryComposition.invoke(RepositoryComposition.java:285)
	at org.springframework.data.repository.core.support.RepositoryFactorySupport$ImplementationMethodExecutionInterceptor.invoke(RepositoryFactorySupport.java:628)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)
	at org.springframework.data.repository.core.support.QueryExecutorMethodInterceptor.doInvoke(QueryExecutorMethodInterceptor.java:173)
	at org.springframework.data.repository.core.support.QueryExecutorMethodInterceptor.invoke(QueryExecutorMethodInterceptor.java:148)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)
	at org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor.invoke(DefaultMethodInvokingMethodInterceptor.java:70)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)
	at org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:379)
	at org.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:119)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)
	at org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke(PersistenceExceptionTranslationInterceptor.java:138)
	... 98 common frames omitted
2024-11-26 22:02:15.690 [http-nio-8081-exec-4] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@1ac79b70
2024-11-26 22:02:15.690 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:02:15.696 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:02:15.759 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 1
2024-11-26 22:02:15.760 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para recojo en tienda...
2024-11-26 22:02:15.764 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Dirección de recojo encontrada: Velazco Av Grau 199
2024-11-26 22:02:15.901 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Detalles del recojo guardados en la base de datos
2024-11-26 22:02:15.901 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:02:15.959 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:02:16.060 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:02:16.151 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:02:16.205 [http-nio-8081-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:02:16.207 [http-nio-8081-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:03:31.609 [http-nio-8081-exec-7] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@14f18515
2024-11-26 22:03:31.610 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:03:31.615 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:03:31.663 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 2
2024-11-26 22:03:31.663 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:03:31.729 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:03:31.771 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:03:31.821 [http-nio-8081-exec-7] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 2
2024-11-26 22:03:31.832 [http-nio-8081-exec-7] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:03:31.833 [http-nio-8081-exec-7] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:09:12.637 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 10440 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 22:09:12.642 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 22:09:13.596 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 22:09:13.736 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 126 ms. Found 15 JPA repository interfaces.
2024-11-26 22:09:14.577 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 22:09:14.590 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 22:09:14.595 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 22:09:14.596 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 22:09:14.681 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 22:09:14.683 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1959 ms
2024-11-26 22:09:14.974 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 22:09:15.053 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 22:09:15.104 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 22:09:15.465 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 22:09:15.529 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 22:09:15.779 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@70c205bf
2024-11-26 22:09:15.784 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 22:09:15.865 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 22:09:15.869 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 22:09:17.109 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 22:09:17.113 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 22:09:17.745 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 22:09:17.921 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 22:09:17.950 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: e1c5b2fb-71f6-48e0-8184-0aed16bf930c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 22:09:17.973 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 22:09:18.667 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 22:09:18.713 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 22:09:18.725 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.747 seconds (process running for 7.258)
2024-11-26 22:09:44.337 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:09:44.338 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 22:09:44.340 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2024-11-26 22:09:44.547 [http-nio-8081-exec-1] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@6d5e0b01
2024-11-26 22:09:44.548 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:09:44.695 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:09:44.809 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 1
2024-11-26 22:09:44.810 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para recojo en tienda...
2024-11-26 22:09:44.937 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Dirección de recojo encontrada: Velazco Av Grau 199
2024-11-26 22:09:44.993 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Detalles del recojo guardados en la base de datos
2024-11-26 22:09:44.993 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:09:45.077 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:09:45.135 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:09:45.186 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:09:45.285 [http-nio-8081-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:09:45.286 [http-nio-8081-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:09:57.942 [http-nio-8081-exec-2] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@1233110e
2024-11-26 22:09:57.943 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:09:57.946 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:09:58.042 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 2
2024-11-26 22:09:58.043 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:09:58.091 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:09:58.142 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:09:58.199 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 2
2024-11-26 22:09:58.211 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:09:58.212 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:15:29.596 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 3316 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 22:15:29.602 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 22:15:30.660 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 22:15:30.776 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 107 ms. Found 15 JPA repository interfaces.
2024-11-26 22:15:31.679 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 22:15:31.691 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 22:15:31.696 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 22:15:31.697 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 22:15:31.773 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 22:15:31.775 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2094 ms
2024-11-26 22:15:32.019 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 22:15:32.095 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 22:15:32.151 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 22:15:32.526 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 22:15:32.562 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 22:15:32.751 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@46894dc5
2024-11-26 22:15:32.754 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 22:15:32.809 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 22:15:32.811 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 22:15:33.916 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 22:15:33.919 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 22:15:34.398 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 22:15:34.596 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 22:15:34.632 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 52b18123-57ff-4a60-b55d-5363b3892681

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 22:15:34.661 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 22:15:35.268 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 22:15:35.287 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 22:15:35.296 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.401 seconds (process running for 7.023)
2024-11-26 22:16:11.728 [http-nio-8081-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:16:11.729 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 22:16:11.731 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2024-11-26 22:16:12.018 [http-nio-8081-exec-2] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@59c1340c
2024-11-26 22:16:12.019 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:16:12.135 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:16:12.231 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 1
2024-11-26 22:16:12.232 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para recojo en tienda...
2024-11-26 22:16:12.372 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Dirección de recojo encontrada: Velazco Av Grau 199
2024-11-26 22:16:12.430 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Detalles del recojo guardados en la base de datos.
2024-11-26 22:16:12.432 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:16:12.557 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:16:12.605 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:16:12.662 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Productos del pedido guardados con éxito.
2024-11-26 22:16:12.663 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:16:12.750 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:16:12.751 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:16:24.104 [http-nio-8081-exec-4] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@2c6f5ada
2024-11-26 22:16:24.104 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:16:24.110 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:16:24.161 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 2
2024-11-26 22:16:24.162 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:16:24.204 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:16:24.267 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:16:24.329 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Productos del pedido guardados con éxito.
2024-11-26 22:16:24.329 [http-nio-8081-exec-4] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 2
2024-11-26 22:16:24.341 [http-nio-8081-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:16:24.341 [http-nio-8081-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:17:45.912 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 25920 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 22:17:45.915 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 22:17:47.006 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 22:17:47.165 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 142 ms. Found 15 JPA repository interfaces.
2024-11-26 22:17:47.969 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 22:17:47.988 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 22:17:47.996 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 22:17:47.997 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 22:17:48.102 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 22:17:48.104 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2140 ms
2024-11-26 22:17:48.313 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 22:17:48.390 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 22:17:48.442 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 22:17:48.788 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 22:17:48.833 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 22:17:49.026 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@43ab9ae9
2024-11-26 22:17:49.028 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 22:17:49.078 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 22:17:49.080 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 22:17:50.238 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 22:17:50.241 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 22:17:50.704 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 22:17:50.843 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 22:17:50.868 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: aab4f008-6f60-404a-98af-91a9065176a0

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 22:17:50.892 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 22:17:51.508 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
